rxn,Ea
[O:0]=[C:1]([O:2][H:4])[H:3].[O:5]>>[H:4][O:5].[O:0]=[C:1]([O:2])[H:3],41.33792
[O:0]=[C:1]([O:2][H:4])[H:3].[O:5][H:6]>>[H:3][O:5][H:6].[O:0]=[C:1][O:2][H:4],-9.89516
[O:0]=[C:1]([O:2][H:4])[H:3].[O:5][H:6]>>[H:4][O:5][H:6].[O:0]=[C:1]([O:2])[H:3],-21.200328
[O:0]=[C:1]([O:2][H:4])[H:3].[O:5][O:6][H:7]>>[H:3][O:5][O:6][H:7].[O:0]=[C:1][O:2][H:4],70.236808
[O:0]=[C:1]([O:2][H:4])[H:3].[O:5][O:6][H:7]>>[H:4][O:5][O:6][H:7].[O:0]=[C:1]([O:2])[H:3],105.461904
[O:0]=[C:1]([O:2][H:4])[H:3].[O:5][O:6]>>[H:4][O:5][O:6].[O:0]=[C:1]([O:2])[H:3],263.592
[O:0][C:1](=[O:2])[H:3]>>[H:3].[O:0]=[C:1]=[O:2],0.0
[O:0][C:1](=[O:2])[H:3].[O:4][O:5]>>[H:3][O:4][O:5].[O:0]=[C:1]=[O:2],0.0
[C:0]([C:1](=[O:2])[O:3][O:4][H:8])([H:5])([H:6])[H:7].[H:9]>>[C:0]([C:1](=[O:2])[O:3][O:4])([H:5])([H:6])[H:7].[H:8][H:9],7.78224
[C:0]([C:1](=[O:2])[O:3][O:4][H:8])([H:5])([H:6])[H:7].[O:9]>>[C:0]([C:1](=[O:2])[O:3][O:4])([H:5])([H:6])[H:7].[H:8][O:9],19.874
[C:0]([C:1](=[O:2])[O:3][O:4][H:8])([H:5])([H:6])[H:7].[O:9][H:10]>>[C:0]([C:1](=[O:2])[O:3][O:4])([H:5])([H:6])[H:7].[H:8][O:9][H:10],-1.828408
[C:0]([C:1](=[O:2])[O:3][O:4][H:8])([H:5])([H:6])[H:7].[O:9][O:10][H:11]>>[C:0]([C:1](=[O:2])[O:3][O:4])([H:5])([H:6])[H:7].[H:8][O:9][O:10][H:11],42.701904
[C:0]([C:1]([O:2])=[O:3])([H:4])([H:5])[H:6]>>[C:0]([H:4])([H:5])[H:6].[C:1](=[O:2])=[O:3],19.158536
[C:0](=[C:1]([c:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]1[H:15])[H:10])([H:8])[H:9].[C:16]([C:17]([C:18]([C:19]([H:26])([H:27])[H:28])([H:24])[H:25])([H:22])[H:23])([H:20])[H:21]>>[C:0]([C:1]([c:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]1[H:15])[H:10])([H:8])([H:9])[C:16]([C:17]([C:18]([C:19]([H:26])([H:27])[H:28])([H:24])[H:25])([H:22])[H:23])([H:20])[H:21],15.4228
[C:0]([C:1]([C:2]([C:3]([C:4]([C:5]([c:6]1[c:7]([H:24])[c:8]([H:25])[c:9]([H:26])[c:10]([H:27])[c:11]1[H:28])([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])[H:17])([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([C:2]1([H:17])[C:3]([H:18])([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[C:6]2=[C:7]([H:24])[C:8]([H:25])=[C:9]([H:26])[C:10]([H:27])[C:11]12[H:28])([H:15])[H:16])([H:12])([H:13])[H:14],27.5998
[C:0]([C:1]([C:2]([C:3]([C:4]([C:5]([c:6]1[c:7]([H:24])[c:8]([H:25])[c:9]([H:26])[c:10]([H:27])[c:11]1[H:28])([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])[H:17])([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([C:2]1([H:17])[C:3]([H:18])([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[C:6]2[C:7]1([H:24])[C:8]([H:25])=[C:9]([H:26])[C:10]([H:27])=[C:11]2[H:28])([H:15])[H:16])([H:12])([H:13])[H:14],27.5998
[C:0]([C:1]([C:2]([C:3]([C:4]([C:5]([c:6]1[c:7]([H:24])[c:8]([H:25])[c:9]([H:26])[c:10]([H:27])[c:11]1[H:28])([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])[H:17])([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([C:2]1([H:17])[C:3]([H:18])([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[C:6]12[C:7]([H:24])[C:8]([H:25])=[C:9]([H:26])[C:10]([H:27])=[C:11]2[H:28])([H:15])[H:16])([H:12])([H:13])[H:14],31.9171
[C:0]([C:1]([C:2]([C:3]([C:4]([C:5]([c:6]1[c:7]([H:24])[c:8]([H:25])[c:9]([H:26])[c:10]([H:27])[c:11]1[H:28])([H:22])[H:23])([H:20])[H:21])[H:19])([H:17])[H:18])([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([C:2]([C:3]1([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[C:6]2=[C:7]([H:24])[C:8]([H:25])=[C:9]([H:26])[C:10]([H:27])[C:11]12[H:28])([H:17])[H:18])([H:15])[H:16])([H:12])([H:13])[H:14],57.6245
[C:0]([C:1]([C:2]([C:3]([C:4]([C:5]([c:6]1[c:7]([H:24])[c:8]([H:25])[c:9]([H:26])[c:10]([H:27])[c:11]1[H:28])([H:22])[H:23])([H:20])[H:21])[H:19])([H:17])[H:18])([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([C:2]([C:3]1([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[C:6]2[C:7]1([H:24])[C:8]([H:25])=[C:9]([H:26])[C:10]([H:27])=[C:11]2[H:28])([H:17])[H:18])([H:15])[H:16])([H:12])([H:13])[H:14],57.6245
[C:0]([C:1]([C:2]([C:3]([C:4]([C:5]([c:6]1[c:7]([H:24])[c:8]([H:25])[c:9]([H:26])[c:10]([H:27])[c:11]1[H:28])([H:22])[H:23])([H:20])[H:21])[H:19])([H:17])[H:18])([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([C:2]([C:3]1([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[C:6]12[C:7]([H:24])[C:8]([H:25])=[C:9]([H:26])[C:10]([H:27])=[C:11]2[H:28])([H:17])[H:18])([H:15])[H:16])([H:12])([H:13])[H:14],70.406
[C:0]([C:1]([C:2]1([H:17])[C:3]([H:18])([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[C:6]2=[C:7]([H:24])[C:8]([H:25])=[C:9]([H:26])[C:10]([H:27])[C:11]12[H:28])([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([C:2]1([H:17])[C:3]([H:18])([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[c:6]2[c:7]([H:24])[c:8]([H:25])[c:9]([H:26])[c:10]([H:27])[c:11]21)([H:15])[H:16])([H:12])([H:13])[H:14].[H:28],121.108
[C:0]([C:1]([C:2]([C:3]1([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[C:6]2=[C:7]([H:24])[C:8]([H:25])=[C:9]([H:26])[C:10]([H:27])[C:11]12[H:28])([H:17])[H:18])([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([C:2]([C:3]1([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[c:6]2[c:7]([H:24])[c:8]([H:25])[c:9]([H:26])[c:10]([H:27])[c:11]21)([H:17])[H:18])([H:15])[H:16])([H:12])([H:13])[H:14].[H:28],108.102
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[C:15]([c:16]1[c:17]([H:24])[c:18]([H:25])[c:19]([H:26])[c:20]([H:27])[c:21]1[H:28])([H:22])[H:23]>>[C:0]([C:1]1=[C:2]([H:10])[C:3]([H:11])=[C:4]([H:12])[C:5]([H:13])([C:15]([c:16]2[c:17]([H:24])[c:18]([H:25])[c:19]([H:26])[c:20]([H:27])[c:21]2[H:28])([H:22])[H:23])[C:6]1[H:14])([H:7])([H:8])[H:9],52.4195
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[C:15]([c:16]1[c:17]([H:24])[c:18]([H:25])[c:19]([H:26])[c:20]([H:27])[c:21]1[H:28])([H:22])[H:23]>>[C:0]([C:1]1=[C:2]([H:10])[C:3]([H:11])=[C:4]([H:12])[C:5]([H:13])[C:6]1([H:14])[C:15]([c:16]1[c:17]([H:24])[c:18]([H:25])[c:19]([H:26])[c:20]([H:27])[c:21]1[H:28])([H:22])[H:23])([H:7])([H:8])[H:9],47.3967
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[C:15]([c:16]1[c:17]([H:24])[c:18]([H:25])[c:19]([H:26])[c:20]([H:27])[c:21]1[H:28])([H:22])[H:23]>>[C:0]([C:1]1=[C:2]([H:10])[C:3]([H:11])[C:4]([H:12])([C:15]([c:16]2[c:17]([H:24])[c:18]([H:25])[c:19]([H:26])[c:20]([H:27])[c:21]2[H:28])([H:22])[H:23])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],51.957
[C:0]([c:1]1[c:2]([H:10])[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[H:14])([H:7])([H:8])[H:9].[C:15]([c:16]1[c:17]([H:24])[c:18]([H:25])[c:19]([H:26])[c:20]([H:27])[c:21]1[H:28])([H:22])[H:23]>>[C:0]([C:1]1([C:15]([c:16]2[c:17]([H:24])[c:18]([H:25])[c:19]([H:26])[c:20]([H:27])[c:21]2[H:28])([H:22])[H:23])[C:2]([H:10])[C:3]([H:11])=[C:4]([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],49.7678
[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])[H:11])([H:8])([H:9])[H:10].[C:17]([c:18]1[c:19]([H:27])[c:20]([H:28])[c:21]([H:29])[c:22]([H:30])[c:23]1[H:31])([H:24])([H:25])[H:26]>>[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])([H:11])[H:24])([H:8])([H:9])[H:10].[C:17]([c:18]1[c:19]([H:27])[c:20]([H:28])[c:21]([H:29])[c:22]([H:30])[c:23]1[H:31])([H:25])[H:26],54.8104
[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])[H:11])([H:8])([H:9])[H:10].[C:17]([c:18]1[c:19]([H:27])[c:20]([H:28])[c:21]([H:29])[c:22]([H:30])[c:23]1[H:31])([H:24])([H:25])[H:26]>>[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])([H:11])[C:22]1([H:30])[C:21]([H:29])=[C:20]([H:28])[C:19]([H:27])=[C:18]([C:17]([H:24])([H:25])[H:26])[C:23]1[H:31])([H:8])([H:9])[H:10],47.2354
[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])[H:11])([H:8])([H:9])[H:10].[C:17]([c:18]1[c:19]([H:27])[c:20]([H:28])[c:21]([H:29])[c:22]([H:30])[c:23]1[H:31])([H:24])([H:25])[H:26]>>[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])([H:11])[C:23]1([H:31])[C:18]([C:17]([H:24])([H:25])[H:26])=[C:19]([H:27])[C:20]([H:28])=[C:21]([H:29])[C:22]1[H:30])([H:8])([H:9])[H:10],47.5686
[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])[H:11])([H:8])([H:9])[H:10].[C:17]([c:18]1[c:19]([H:27])[c:20]([H:28])[c:21]([H:29])[c:22]([H:30])[c:23]1[H:31])([H:24])([H:25])[H:26]>>[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])([H:11])[C:21]1([H:29])[C:20]([H:28])[C:19]([H:27])=[C:18]([C:17]([H:24])([H:25])[H:26])[C:23]([H:31])=[C:22]1[H:30])([H:8])([H:9])[H:10],47.5562
[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])[H:11])([H:8])([H:9])[H:10].[C:17]([c:18]1[c:19]([H:27])[c:20]([H:28])[c:21]([H:29])[c:22]([H:30])[c:23]1[H:31])([H:24])([H:25])[H:26]>>[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])([H:11])[C:18]1([C:17]([H:24])([H:25])[H:26])[C:19]([H:27])[C:20]([H:28])=[C:21]([H:29])[C:22]([H:30])=[C:23]1[H:31])([H:8])([H:9])[H:10],50.8048
[C:0]([C:1]1([H:14])[C:2]([H:15])([H:16])[C:3]([H:17])([H:18])[C:4]([H:19])[c:5]2[c:6]([H:20])[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]21)([H:11])([H:12])[H:13]>>[C:0]([C:1]1([H:14])[C:2]([H:15])([H:16])[C:3]([H:18])=[C:4]([H:19])[c:5]2[c:6]([H:20])[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]21)([H:11])([H:12])[H:13].[H:17],183.348
[C:0]([C:1]([C:2]1([H:17])[C:3]([H:18])[C:4]([H:19])=[C:5]([H:20])[c:6]2[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]([H:24])[c:11]21)([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([c:2]1[c:3]([H:18])[c:4]([H:19])[c:5]([H:20])[c:6]2[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]([H:24])[c:11]12)([H:15])[H:16])([H:12])([H:13])[H:14].[H:17],137.28
[C:0]([C:1]([C:2]1[C:3]([H:17])([H:18])[C:4]([H:19])=[C:5]([H:20])[c:6]2[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]([H:24])[c:11]21)([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([c:2]1[c:3]([H:18])[c:4]([H:19])[c:5]([H:20])[c:6]2[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]([H:24])[c:11]12)([H:15])[H:16])([H:12])([H:13])[H:14].[H:17],120.415
[C:0]([C:1]([C:2]1=[C:3]([H:17])[C:4]([H:18])[C:5]([H:19])([H:20])[c:6]2[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]([H:24])[c:11]21)([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([c:2]1[c:3]([H:17])[c:4]([H:18])[c:5]([H:20])[c:6]2[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]([H:24])[c:11]12)([H:15])[H:16])([H:12])([H:13])[H:14].[H:19],137.408
[C:0]([C:1]([C:2]1=[C:3]([H:17])[C:4]([H:18])([H:19])[C:5]([H:20])[c:6]2[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]([H:24])[c:11]21)([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([c:2]1[c:3]([H:17])[c:4]([H:19])[c:5]([H:20])[c:6]2[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]([H:24])[c:11]12)([H:15])[H:16])([H:12])([H:13])[H:14].[H:18],119.092
[C:0]([C:1]([C:2]([C:3]1([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])[c:6]2[c:7]([H:23])[c:8]([H:24])[c:9]([H:25])[c:10]([H:26])[c:11]21)([H:17])[H:18])([H:15])[H:16])([H:12])([H:13])[H:14]>>[C:0]([C:1]([C:2]([C:3]1([H:19])[C:4]([H:21])=[C:5]([H:22])[c:6]2[c:7]([H:23])[c:8]([H:24])[c:9]([H:25])[c:10]([H:26])[c:11]21)([H:17])[H:18])([H:15])[H:16])([H:12])([H:13])[H:14].[H:20],174.095
[C:0]([C:1]([c:2]1[c:3]([H:13])[c:4]([H:14])[c:5]([H:15])[c:6]([H:16])[c:7]1[H:17])([H:11])[H:12])([H:8])([H:9])[H:10].[c:18]1[c:19]([H:24])[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]1[H:28]>>[C:0]([C:1]([c:2]1[c:3]([H:13])[c:4]([H:14])[c:5]([H:15])[c:6]([H:16])[c:7]1[H:17])[H:12])([H:8])([H:9])[H:10].[H:11][c:18]1[c:19]([H:24])[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]1[H:28],-10.46
[C:0]([C:1]([c:2]1[c:3]([H:13])[c:4]([H:14])[c:5]([H:15])[c:6]([H:16])[c:7]1[H:17])([H:11])[H:12])([H:8])([H:9])[H:10].[c:18]1[c:19]([H:24])[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]1[H:28]>>[C:0]([C:1]([C:2]1([c:18]2[c:19]([H:24])[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]2[H:28])[C:3]([H:13])[C:4]([H:14])=[C:5]([H:15])[C:6]([H:16])=[C:7]1[H:17])([H:11])[H:12])([H:8])([H:9])[H:10],8.15269
[C:0]([C:1]([H:4])([H:5])[H:6])([H:2])[H:3].[c:7]1([H:19])[c:8]([H:20])[c:9]([H:21])[c:10](-[c:11]2[c:12]([H:22])[c:13]([H:23])[c:14]([H:24])[c:15]([H:25])[c:16]2[H:26])[c:17]([H:27])[c:18]1[H:28]>>[C:0]([C:1]([H:4])([H:5])[H:6])([H:2])([H:3])[C:10]1([c:11]2[c:12]([H:22])[c:13]([H:23])[c:14]([H:24])[c:15]([H:25])[c:16]2[H:26])[C:9]([H:21])[C:8]([H:20])=[C:7]([H:19])[C:18]([H:28])=[C:17]1[H:27],44.9425
[C:0]([C:1]([C:2]([C:3]([C:4]([C:5]([c:6]1[c:7]([H:24])[c:8]([H:25])[c:9]([H:26])[c:10]([H:27])[c:11]1[H:28])([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])([H:16])[H:17])[H:15])([H:12])([H:13])[H:14]>>[C:0]([C:1]1([H:15])[C:2]([H:16])([H:17])[C:3]([H:18])([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[C:6]2=[C:7]([H:24])[C:8]([H:25])=[C:9]([H:26])[C:10]([H:27])[C:11]12[H:28])([H:12])([H:13])[H:14],42.1994
[C:0]([C:1]([C:2]([C:3]([C:4]([C:5]([c:6]1[c:7]([H:24])[c:8]([H:25])[c:9]([H:26])[c:10]([H:27])[c:11]1[H:28])([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])([H:16])[H:17])[H:15])([H:12])([H:13])[H:14]>>[C:0]([C:1]1([H:15])[C:2]([H:16])([H:17])[C:3]([H:18])([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[C:6]2[C:7]1([H:24])[C:8]([H:25])=[C:9]([H:26])[C:10]([H:27])=[C:11]2[H:28])([H:12])([H:13])[H:14],42.1994
[C:0]([C:1]([C:2]([C:3]([C:4]([C:5]([c:6]1[c:7]([H:24])[c:8]([H:25])[c:9]([H:26])[c:10]([H:27])[c:11]1[H:28])([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])([H:16])[H:17])[H:15])([H:12])([H:13])[H:14]>>[C:0]([C:1]1([H:15])[C:2]([H:16])([H:17])[C:3]([H:18])([H:19])[C:4]([H:20])([H:21])[C:5]([H:22])([H:23])[C:6]12[C:7]([H:24])[C:8]([H:25])=[C:9]([H:26])[C:10]([H:27])=[C:11]2[H:28])([H:12])([H:13])[H:14],26.0501
[H:0].[c:1]1[c:2]([H:11])[c:3]([H:12])[c:4]([H:13])[c:5]2[c:6]([H:14])[c:7]([H:15])[c:8]([H:16])[c:9]([H:17])[c:10]12>>[H:0][c:1]1[c:2]([H:11])[c:3]([H:12])[c:4]([H:13])[c:5]2[c:6]([H:14])[c:7]([H:15])[c:8]([H:16])[c:9]([H:17])[c:10]12,0.0
[C:0]([O:1][C:2](=[O:3])[H:7])([H:4])([H:5])[H:6]>>[C-:2]#[O+:3].[C:0]([O:1][H:7])([H:4])([H:5])[H:6],287.139552
[C:0]([O:1][C:2](=[O:3])[H:7])([H:4])([H:5])[H:6]>>[C:0]([H:4])([H:5])([H:6])[H:7].[O:1]=[C:2]=[O:3],349.832608
[C:0]([O:1][O:2][H:6])([H:3])([H:4])[H:5].[C:7]([H:8])([H:9])[H:10]>>[C:0]([O:1][O:2])([H:3])([H:4])[H:5].[H:6][C:7]([H:8])([H:9])[H:10],-0.98324
[C:0]([O:1][O:2][H:6])([H:3])([H:4])[H:5].[C:7]([H:8])([H:9])[H:10]>>[C:0]([O:1])([H:3])([H:4])[H:5].[O:2]([H:6])[C:7]([H:8])([H:9])[H:10],40.8852
[C:0]([O:1][O:2][H:6])([H:3])([H:4])[H:5].[C:7]([H:8])([H:9])[H:10]>>[C:0]([O:1][C:7]([H:8])([H:9])[H:10])([H:3])([H:4])[H:5].[O:2][H:6],57.1003
[C:0]([C:1](=[O:2])[H:6])([H:3])([H:4])[H:5].[C:7](=[C:8]([H:10])[H:11])[H:9]>>[C:0]([C:1](=[O:2])[H:6])([H:4])[H:5].[H:3][C:7](=[C:8]([H:10])[H:11])[H:9],108.74216
[C:0]([C:1](=[O:2])[H:6])([H:3])([H:4])[H:5].[C:7](=[C:8]([H:10])[H:11])[H:9]>>[C:0]([C:1]=[O:2])([H:3])([H:4])[H:5].[H:6][C:7](=[C:8]([H:10])[H:11])[H:9],15.3971
[N:0]([H:1])([H:2])[H:3].[O:4][O:5][H:6]>>[H:1][O:4][O:5][H:6].[N:0]([H:2])[H:3],92.048
[H:0][H:1].[N:2][H:3]>>[H:0].[H:1][N:2][H:3],64.504728
[N:0]([H:1])[H:2].[O:3][O:4][H:5]>>[N:0]([H:1])([H:2])[H:5].[O:3][O:4],8.480968
[N:1]([H:2])[H:3].[O:4][O:5][H:6]>>[N:1]([H:2])([H:3])[H:6].[O:4]=[O:5],-4.8116
[N:0]([H:1])[H:2].[O:3][O:4][H:5]>>[N:0]([H:1])([H:2])[O:3][O:4][H:5],0.0
[N:0]([H:1])[H:2].[N:3]([H:4])[H:5]>>[N:0]([H:1])([H:2])[N:3]([H:4])[H:5],49.714288
[N:0]([H:1])[H:2].[N:3]([H:4])[H:5]>>[H:1][N:3]([H:4])[H:5].[N:0][H:2],41.589
[N:0]([H:1])[H:2].[N:3][H:4]>>[N:0]([H:1])([H:2])[H:4].[N:3],101.215
[N:0](=[O:1])[H:2].[N:3]([H:4])[H:5]>>[H:2][N:3]([H:4])[H:5].[N:0]=[O:1],-4.8116
[N:4]([H:5])[H:6].[O:0]=[N:1][O:2][H:3]>>[H:3][N:4]([H:5])[H:6].[O:0]=[N:1][O:2],-20.66896
[N:0][H:1].[N:2][H:3]>>[H:1][N:2][H:3].[N:0],1.430928
[N:4][H:5].[O:0]=[N:1][O:2][H:3]>>[H:3][N:4][H:5].[O:0]=[N:1][O:2],0.0
[N:0][H:1].[N:2]=[N:3][H:4]>>[N:0]([H:1])[H:4].[N:2]#[N:3],0.0
[N:0]([H:1])[H:2].[N:3]=[N:4][H:5]>>[N:0]([H:1])([H:2])[H:5].[N:3]#[N:4],-4.8116
[N:0]=[N:1][H:2].[N:3]=[O:4]>>[H:2][N:3]=[O:4].[N:0]#[N:1],-4.97896
[H:5].[N:0]([O:1][H:4])([H:2])[H:3]>>[H:2][H:5].[N:0]([O:1][H:4])[H:3],26.15
[H:5].[N:0]([O:1][H:4])([H:2])[H:3]>>[H:4][H:5].[N:0]([O:1])([H:2])[H:3],21.2129
[N:0]([O:1][H:4])([H:2])[H:3].[O:5]>>[H:2][O:5].[N:0]([O:1][H:4])[H:3],51.5594
[N:0]([O:1][H:4])([H:2])[H:3].[O:5]>>[H:4][O:5].[N:0]([O:1])([H:2])[H:3],103.596
[N:0]([O:1][H:4])([H:2])[H:3].[O:5][H:6]>>[H:2][O:5][H:6].[N:0]([O:1][H:4])[H:3],-1.38072
[N:0]([O:1][H:4])([H:2])[H:3].[O:5][H:6]>>[H:4][O:5][H:6].[N:0]([O:1])([H:2])[H:3],-2.5104
[N:0]([O:1][H:4])([H:2])[H:3].[N:5]([H:6])[H:7]>>[H:2][N:5]([H:6])[H:7].[N:0]([O:1][H:4])[H:3],13.5143
[N:0]([O:1][H:4])([H:2])[H:3].[N:5]([H:6])[H:7]>>[H:4][N:5]([H:6])[H:7].[N:0]([O:1])([H:2])[H:3],7.90776
[N:0]([O:1][H:4])([H:2])[H:3].[N:5][H:6]>>[H:2][N:5][H:6].[N:0]([O:1][H:4])[H:3],6.543776
[N:0]([O:1][H:4])([H:2])[H:3].[N:5][H:6]>>[H:4][N:5][H:6].[N:0]([O:1])([H:2])[H:3],10.142016
[N:0]([O:1][H:4])([H:2])[H:3].[O:5][O:6][H:7]>>[H:2][O:5][O:6][H:7].[N:0]([O:1][H:4])[H:3],39.999
[N:0]([O:1][H:4])([H:2])[H:3].[O:5][O:6][H:7]>>[H:4][O:5][O:6][H:7].[N:0]([O:1])([H:2])[H:3],65.3541
[H:4].[N:0]([O:1])([H:2])[H:3]>>[H:2][H:4].[N:0](=[O:1])[H:3],6.52704
[N:0]([O:1])([H:2])[H:3].[O:4]>>[H:2][O:4].[N:0](=[O:1])[H:3],2.05016
[N:0]([O:1])([H:2])[H:3].[O:4][H:5]>>[H:2][O:4][H:5].[N:0](=[O:1])[H:3],-4.97896
[N:0]([O:1])([H:2])[H:3].[O:4][O:5][H:6]>>[N:0]([O:1][H:6])([H:2])[H:3].[O:4][O:5],-6.690216
[N:0]([O:1])([H:2])[H:3].[O:4][O:5][H:6]>>[H:2][O:4][O:5][H:6].[N:0](=[O:1])[H:3],-6.6944
[N:1]([O:2])([H:3])[H:4].[O:5][O:6][H:7]>>[N:1]([O:2][H:7])([H:3])[H:4].[O:5]=[O:6],-6.6944
[N:0]([O:1])([H:2])[H:3].[O:4][O:5]>>[H:2][O:4][O:5].[N:0](=[O:1])[H:3],69.036
[N:0]([O:1])([H:2])[H:3].[N:4]([H:5])[H:6]>>[H:2][N:4]([H:5])[H:6].[N:0](=[O:1])[H:3],-4.8116
[N:0]([O:1])([H:2])[H:3].[N:4]=[O:5]>>[H:2][N:4]=[O:5].[N:0](=[O:1])[H:3],54.392
[N:0]([O:1])([H:2])[H:3].[O:4][N:5]=[O:6]>>[H:2][O:4][N:5]=[O:6].[N:0](=[O:1])[H:3],16.90336
[H:0].[N:1]([O:2][H:4])[H:3]>>[H:0][H:4].[N:1](=[O:2])[H:3],1.58992
[N:0]([O:1][H:3])[H:2].[O:4][H:5]>>[H:3][O:4][H:5].[N:0](=[O:1])[H:2],-4.97896
[N:0]([O:1][H:3])[H:2].[O:4][O:5][H:6]>>[N:0]([O:1][H:3])([H:2])[H:6].[O:4][O:5],-6.6944
[N:0]([O:1][H:3])[H:2].[O:4][O:5][H:6]>>[H:3][O:4][O:5][H:6].[N:0](=[O:1])[H:2],-6.6944
[N:1]([O:2][H:3])[H:4].[O:5][O:6][H:7]>>[N:1]([O:2][H:3])([H:4])[H:7].[O:5]=[O:6],-6.6944
