rxn,Ea
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[C:4]([H:9])([H:10])[H:11])[H:5].[S:12]([c:13]1[c:14]([H:20])[c:15]([H:21])[c:16]([H:22])[c:17]([H:23])[c:18]1[H:24])[H:19]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([C:4]([H:9])([H:10])[H:11])[H:19])[H:5].[S:12][c:13]1[c:14]([H:20])[c:15]([H:21])[c:16]([H:22])[c:17]([H:23])[c:18]1[H:24],6.276
[C:0](#[C:1][C:2]([C:3]#[C:4][H:7])[H:6])[H:5].[S:8]([c:9]1[c:10]([H:16])[c:11]([H:17])[c:12]([H:18])[c:13]([H:19])[c:14]1[H:20])[H:15]>>[C:0](#[C:1][C:2]([C:3]#[C:4][H:7])([H:6])[H:15])[H:5].[S:8][c:9]1[c:10]([H:16])[c:11]([H:17])[c:12]([H:18])[c:13]([H:19])[c:14]1[H:20],33.0536
[C:0](#[C:1][C:2]([C:3]([H:7])([H:8])[H:9])[C:4]#[C:5][H:10])[H:6].[S:11]([c:12]1[c:13]([H:19])[c:14]([H:20])[c:15]([H:21])[c:16]([H:22])[c:17]1[H:23])[H:18]>>[C:0](#[C:1][C:2]([C:3]([H:7])([H:8])[H:9])([C:4]#[C:5][H:10])[H:18])[H:6].[S:11][c:12]1[c:13]([H:19])[c:14]([H:20])[c:15]([H:21])[c:16]([H:22])[c:17]1[H:23],32.2168
[S:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7].[c:13]1[c:14]([H:19])[c:15]([H:20])[c:16]([H:21])[c:17]([H:22])[c:18]1[H:23]>>[H:7][c:13]1[c:14]([H:19])[c:15]([H:20])[c:16]([H:21])[c:17]([H:22])[c:18]1[H:23].[S:0][c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],-17.1544
[C:13]([c:14]1[c:15]([H:22])[c:16]([H:23])[c:17]([H:24])[c:18]([H:25])[c:19]1[H:26])([H:20])[H:21].[S:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7]>>[H:7][C:13]([c:14]1[c:15]([H:22])[c:16]([H:23])[c:17]([H:24])[c:18]([H:25])[c:19]1[H:26])([H:20])[H:21].[S:0][c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],5.4392
[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])[H:11])([H:8])([H:9])[H:10].[S:17]([c:18]1[c:19]([H:25])[c:20]([H:26])[c:21]([H:27])[c:22]([H:28])[c:23]1[H:29])[H:24]>>[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])([H:11])[H:24])([H:8])([H:9])[H:10].[S:17][c:18]1[c:19]([H:25])[c:20]([H:26])[c:21]([H:27])[c:22]([H:28])[c:23]1[H:29],2.5104
[C:0]([C:1]([C:2]([H:12])([H:13])[H:14])[c:3]1[c:4]([H:15])[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]1[H:19])([H:9])([H:10])[H:11].[S:20]([c:21]1[c:22]([H:28])[c:23]([H:29])[c:24]([H:30])[c:25]([H:31])[c:26]1[H:32])[H:27]>>[C:0]([C:1]([C:2]([H:12])([H:13])[H:14])([c:3]1[c:4]([H:15])[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]1[H:19])[H:27])([H:9])([H:10])[H:11].[S:20][c:21]1[c:22]([H:28])[c:23]([H:29])[c:24]([H:30])[c:25]([H:31])[c:26]1[H:32],-2.5104
[C:13]([S:14][H:17])([H:15])[H:16].[S:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7]>>[H:7][C:13]([S:14][H:17])([H:15])[H:16].[S:0][c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],-1.2552
[C:0]([C:1]([S:2][H:7])[H:6])([H:3])([H:4])[H:5].[S:8]([c:9]1[c:10]([H:16])[c:11]([H:17])[c:12]([H:18])[c:13]([H:19])[c:14]1[H:20])[H:15]>>[C:0]([C:1]([S:2][H:7])([H:6])[H:15])([H:3])([H:4])[H:5].[S:8][c:9]1[c:10]([H:16])[c:11]([H:17])[c:12]([H:18])[c:13]([H:19])[c:14]1[H:20],-7.9496
[C:0]([C:1]([C:2]([H:7])([H:8])[H:9])[S:3][H:10])([H:4])([H:5])[H:6].[S:11]([c:12]1[c:13]([H:19])[c:14]([H:20])[c:15]([H:21])[c:16]([H:22])[c:17]1[H:23])[H:18]>>[C:0]([C:1]([C:2]([H:7])([H:8])[H:9])([S:3][H:10])[H:18])([H:4])([H:5])[H:6].[S:11][c:12]1[c:13]([H:19])[c:14]([H:20])[c:15]([H:21])[c:16]([H:22])[c:17]1[H:23],-14.2256
[C:13]([C:14](=[S:15])[H:18])([H:16])[H:17].[S:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7]>>[H:7][C:13]([C:14](=[S:15])[H:18])([H:16])[H:17].[S:0][c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],28.0328
[C:0]([C:1]([C:2](=[S:3])[H:8])[H:7])([H:4])([H:5])[H:6].[S:9]([c:10]1[c:11]([H:17])[c:12]([H:18])[c:13]([H:19])[c:14]([H:20])[c:15]1[H:21])[H:16]>>[C:0]([C:1]([C:2](=[S:3])[H:8])([H:7])[H:16])([H:4])([H:5])[H:6].[S:9][c:10]1[c:11]([H:17])[c:12]([H:18])[c:13]([H:19])[c:14]([H:20])[c:15]1[H:21],33.0536
[C:0]([C:1]([C:2]([H:8])([H:9])[H:10])[C:3](=[S:4])[H:11])([H:5])([H:6])[H:7].[S:12]([c:13]1[c:14]([H:20])[c:15]([H:21])[c:16]([H:22])[c:17]([H:23])[c:18]1[H:24])[H:19]>>[C:0]([C:1]([C:2]([H:8])([H:9])[H:10])([C:3](=[S:4])[H:11])[H:19])([H:5])([H:6])[H:7].[S:12][c:13]1[c:14]([H:20])[c:15]([H:21])[c:16]([H:22])[c:17]([H:23])[c:18]1[H:24],39.748
[C:0](=[C:1][S:2][H:5])([H:3])[H:4].[S:6]([c:7]1[c:8]([H:14])[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]1[H:18])[H:13]>>[C:0](=[C:1]([S:2][H:5])[H:13])([H:3])[H:4].[S:6][c:7]1[c:8]([H:14])[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]1[H:18],-15.8992
[C:0](=[C:1][C:2](=[S:3])[H:6])([H:4])[H:5].[S:7]([c:8]1[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]([H:18])[c:13]1[H:19])[H:14]>>[C:0](=[C:1]([C:2](=[S:3])[H:6])[H:14])([H:4])[H:5].[S:7][c:8]1[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]([H:18])[c:13]1[H:19],31.7984
[C:0](=[C:1]([C:2]([S:3][H:8])[H:7])[H:6])([H:4])[H:5].[S:9]([c:10]1[c:11]([H:17])[c:12]([H:18])[c:13]([H:19])[c:14]([H:20])[c:15]1[H:21])[H:16]>>[C:0](=[C:1]([C:2]([S:3][H:8])([H:7])[H:16])[H:6])([H:4])[H:5].[S:9][c:10]1[c:11]([H:17])[c:12]([H:18])[c:13]([H:19])[c:14]([H:20])[c:15]1[H:21],22.5936
[C:0](=[C:1]([C:2]([C:3]([H:8])([H:9])[H:10])[S:4][H:11])[H:7])([H:5])[H:6].[S:12]([c:13]1[c:14]([H:20])[c:15]([H:21])[c:16]([H:22])[c:17]([H:23])[c:18]1[H:24])[H:19]>>[C:0](=[C:1]([C:2]([C:3]([H:8])([H:9])[H:10])([S:4][H:11])[H:19])[H:7])([H:5])[H:6].[S:12][c:13]1[c:14]([H:20])[c:15]([H:21])[c:16]([H:22])[c:17]([H:23])[c:18]1[H:24],17.5728
[S:0]=[C:1]([C:2]([S:3][H:6])[H:5])[H:4].[S:7]([c:8]1[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]([H:18])[c:13]1[H:19])[H:14]>>[S:0]=[C:1]([C:2]([S:3][H:6])([H:5])[H:14])[H:4].[S:7][c:8]1[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]([H:18])[c:13]1[H:19],57.3208
[C:0]([C:1]([S:2][H:8])[C:3](=[S:4])[H:9])([H:5])([H:6])[H:7].[S:10]([c:11]1[c:12]([H:18])[c:13]([H:19])[c:14]([H:20])[c:15]([H:21])[c:16]1[H:22])[H:17]>>[C:0]([C:1]([S:2][H:8])([C:3](=[S:4])[H:9])[H:17])([H:5])([H:6])[H:7].[S:10][c:11]1[c:12]([H:18])[c:13]([H:19])[c:14]([H:20])[c:15]([H:21])[c:16]1[H:22],60.668
[C:0](#[C:1][C:2]([S:3][H:6])[H:5])[H:4].[S:7]([c:8]1[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]([H:18])[c:13]1[H:19])[H:14]>>[C:0](#[C:1][C:2]([S:3][H:6])([H:5])[H:14])[H:4].[S:7][c:8]1[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]([H:18])[c:13]1[H:19],22.5936
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[S:4][H:9])[H:5].[S:10]([c:11]1[c:12]([H:18])[c:13]([H:19])[c:14]([H:20])[c:15]([H:21])[c:16]1[H:22])[H:17]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([S:4][H:9])[H:17])[H:5].[S:10][c:11]1[c:12]([H:18])[c:13]([H:19])[c:14]([H:20])[c:15]([H:21])[c:16]1[H:22],19.6648
[S:0]([C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:7]1[H:14])[H:9])[H:8].[S:15]([c:16]1[c:17]([H:23])[c:18]([H:24])[c:19]([H:25])[c:20]([H:26])[c:21]1[H:27])[H:22]>>[S:0]([C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:7]1[H:14])([H:9])[H:22])[H:8].[S:15][c:16]1[c:17]([H:23])[c:18]([H:24])[c:19]([H:25])[c:20]([H:26])[c:21]1[H:27],13.8072
[C:0]([C:1]([S:2][H:12])[c:3]1[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]([H:16])[c:8]1[H:17])([H:9])([H:10])[H:11].[S:18]([c:19]1[c:20]([H:26])[c:21]([H:27])[c:22]([H:28])[c:23]([H:29])[c:24]1[H:30])[H:25]>>[C:0]([C:1]([S:2][H:12])([c:3]1[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]([H:16])[c:8]1[H:17])[H:25])([H:9])([H:10])[H:11].[S:18][c:19]1[c:20]([H:26])[c:21]([H:27])[c:22]([H:28])[c:23]([H:29])[c:24]1[H:30],6.6944
[C:13](=[S:14])[H:15].[S:0]([c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12])[H:7]>>[H:7][C:13](=[S:14])[H:15].[S:0][c:1]1[c:2]([H:8])[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[c:6]1[H:12],0.8368
[C:0]([C:1]=[S:2])([H:3])([H:4])[H:5].[S:6]([c:7]1[c:8]([H:14])[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]1[H:18])[H:13]>>[C:0]([C:1](=[S:2])[H:13])([H:3])([H:4])[H:5].[S:6][c:7]1[c:8]([H:14])[c:9]([H:15])[c:10]([H:16])[c:11]([H:17])[c:12]1[H:18],-5.4392
[S:0]=[C:1][S:2][H:3].[S:4]([c:5]1[c:6]([H:12])[c:7]([H:13])[c:8]([H:14])[c:9]([H:15])[c:10]1[H:16])[H:11]>>[S:0]=[C:1]([S:2][H:3])[H:11].[S:4][c:5]1[c:6]([H:12])[c:7]([H:13])[c:8]([H:14])[c:9]([H:15])[c:10]1[H:16],-1.2552
[C:4]([H:5])([H:6])[H:7].[S:0]([S:1][H:3])[H:2]>>[H:2][C:4]([H:5])([H:6])[H:7].[S:0][S:1][H:3],-7.1128
[C:4]([H:5])([H:6])[H:7].[S:0]([S:1][H:3])[H:2]>>[S:0]([H:2])[C:4]([H:5])([H:6])[H:7].[S:1][H:3],12.1336
[C:4]([H:5])([H:6])[H:7].[S:0]([S:1][H:3])[H:2]>>[H:2].[S:0]([S:1][H:3])[C:4]([H:5])([H:6])[H:7],69.4544
[C:4]([C:5]([H:8])([H:9])[H:10])([H:6])[H:7].[S:0]([S:1][H:3])[H:2]>>[H:2][C:4]([C:5]([H:8])([H:9])[H:10])([H:6])[H:7].[S:0][S:1][H:3],-12.552
[C:0]([C:1]([C:2]([H:7])([H:8])[H:9])[H:6])([H:3])([H:4])[H:5].[S:10]([S:11][H:13])[H:12]>>[C:0]([C:1]([C:2]([H:7])([H:8])[H:9])([H:6])[H:12])([H:3])([H:4])[H:5].[S:10][S:11][H:13],-17.9912
[C:0]([C:1]([C:2]([H:7])([H:8])[H:9])[C:3]([H:10])([H:11])[H:12])([H:4])([H:5])[H:6].[S:13]([S:14][H:16])[H:15]>>[C:0]([C:1]([C:2]([H:7])([H:8])[H:9])([C:3]([H:10])([H:11])[H:12])[H:15])([H:4])([H:5])[H:6].[S:13][S:14][H:16],-26.7776
[C:4](=[C:5]([H:7])[H:8])[H:6].[S:0]([S:1][H:3])[H:2]>>[H:2][C:4](=[C:5]([H:7])[H:8])[H:6].[S:0][S:1][H:3],-17.1544
[C:0](=[C:1][C:2]([H:5])([H:6])[H:7])([H:3])[H:4].[S:8]([S:9][H:11])[H:10]>>[C:0](=[C:1]([C:2]([H:5])([H:6])[H:7])[H:10])([H:3])[H:4].[S:8][S:9][H:11],-23.012
[C:0](=[C:1][C:2](=[C:3]([H:7])[H:8])[H:6])([H:4])[H:5].[S:9]([S:10][H:12])[H:11]>>[C:0](=[C:1]([C:2](=[C:3]([H:7])[H:8])[H:6])[H:11])([H:4])[H:5].[S:9][S:10][H:12],0.0
[C:0](#[C:1][C:2]=[C:3]([H:5])[H:6])[H:4].[S:7]([S:8][H:10])[H:9]>>[C:0](#[C:1][C:2](=[C:3]([H:5])[H:6])[H:9])[H:4].[S:7][S:8][H:10],-10.8784
[C:4]([C:5](=[C:6]([H:10])[H:11])[H:9])([H:7])[H:8].[S:0]([S:1][H:3])[H:2]>>[H:2][C:4]([C:5](=[C:6]([H:10])[H:11])[H:9])([H:7])[H:8].[S:0][S:1][H:3],5.8576
[C:4]([C:5](=[C:6]([H:10])[H:11])[H:9])([H:7])[H:8].[S:0]([S:1][H:3])[H:2]>>[S:0]([H:2])[C:4]([C:5](=[C:6]([H:10])[H:11])[H:9])([H:7])[H:8].[S:1][H:3],42.1329
[C:0](=[C:1]([C:2]([C:3]([H:8])([H:9])[H:10])[H:7])[H:6])([H:4])[H:5].[S:11]([S:12][H:14])[H:13]>>[C:0](=[C:1]([C:2]([C:3]([H:8])([H:9])[H:10])([H:7])[H:13])[H:6])([H:4])[H:5].[S:11][S:12][H:14],5.0208
[C:0](=[C:1]([C:2]([C:3]([H:8])([H:9])[H:10])[C:4]([H:11])([H:12])[H:13])[H:7])([H:5])[H:6].[S:14]([S:15][H:17])[H:16]>>[C:0](=[C:1]([C:2]([C:3]([H:8])([H:9])[H:10])([C:4]([H:11])([H:12])[H:13])[H:16])[H:7])([H:5])[H:6].[S:14][S:15][H:17],0.8368
[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:10])[H:11])[H:9])[H:8])[H:7])([H:5])[H:6].[S:12]([S:13][H:15])[H:14]>>[C:0](=[C:1]([C:2]([C:3](=[C:4]([H:10])[H:11])[H:9])([H:8])[H:14])[H:7])([H:5])[H:6].[S:12][S:13][H:15],25.9408
[C:0](=[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])[C:4](=[C:5]([H:13])[H:14])[H:12])[H:8])([H:6])[H:7].[S:15]([S:16][H:18])[H:17]>>[C:0](=[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4](=[C:5]([H:13])[H:14])[H:12])[H:17])[H:8])([H:6])[H:7].[S:15][S:16][H:18],24.6856
[C:0](#[C:1][C:2]([H:4])[H:5])[H:3].[S:6]([S:7][H:9])[H:8]>>[C:0](#[C:1][C:2]([H:4])([H:5])[H:8])[H:3].[S:6][S:7][H:9],3.3472
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[H:5])[H:4].[S:9]([S:10][H:12])[H:11]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([H:5])[H:11])[H:4].[S:9][S:10][H:12],0.4184
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[C:4]([H:9])([H:10])[H:11])[H:5].[S:12]([S:13][H:15])[H:14]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([C:4]([H:9])([H:10])[H:11])[H:14])[H:5].[S:12][S:13][H:15],-3.7656
[C:0](#[C:1][C:2]([C:3]#[C:4][H:7])[H:6])[H:5].[S:8]([S:9][H:11])[H:10]>>[C:0](#[C:1][C:2]([C:3]#[C:4][H:7])([H:6])[H:10])[H:5].[S:8][S:9][H:11],20.5016
[C:0](#[C:1][C:2]([C:3]([H:7])([H:8])[H:9])[C:4]#[C:5][H:10])[H:6].[S:11]([S:12][H:14])[H:13]>>[C:0](#[C:1][C:2]([C:3]([H:7])([H:8])[H:9])([C:4]#[C:5][H:10])[H:13])[H:6].[S:11][S:12][H:14],19.6648
[S:0]([S:1][H:3])[H:2].[c:4]1[c:5]([H:10])[c:6]([H:11])[c:7]([H:12])[c:8]([H:13])[c:9]1[H:14]>>[H:2][c:4]1[c:5]([H:10])[c:6]([H:11])[c:7]([H:12])[c:8]([H:13])[c:9]1[H:14].[S:0][S:1][H:3],-23.4304
[C:4]([c:5]1[c:6]([H:13])[c:7]([H:14])[c:8]([H:15])[c:9]([H:16])[c:10]1[H:17])([H:11])[H:12].[S:0]([S:1][H:3])[H:2]>>[H:2][C:4]([c:5]1[c:6]([H:13])[c:7]([H:14])[c:8]([H:15])[c:9]([H:16])[c:10]1[H:17])([H:11])[H:12].[S:0][S:1][H:3],-5.8576
[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])[H:11])([H:8])([H:9])[H:10].[S:17]([S:18][H:20])[H:19]>>[C:0]([C:1]([c:2]1[c:3]([H:12])[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]1[H:16])([H:11])[H:19])([H:8])([H:9])[H:10].[S:17][S:18][H:20],-8.7864
[C:0]([C:1]([C:2]([H:12])([H:13])[H:14])[c:3]1[c:4]([H:15])[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]1[H:19])([H:9])([H:10])[H:11].[S:20]([S:21][H:23])[H:22]>>[C:0]([C:1]([C:2]([H:12])([H:13])[H:14])([c:3]1[c:4]([H:15])[c:5]([H:16])[c:6]([H:17])[c:7]([H:18])[c:8]1[H:19])[H:22])([H:9])([H:10])[H:11].[S:20][S:21][H:23],-14.2256
[C:4]([S:5][H:8])([H:6])[H:7].[S:0]([S:1][H:3])[H:2]>>[H:2][C:4]([S:5][H:8])([H:6])[H:7].[S:0][S:1][H:3],-11.2968
[C:0]([C:1]([S:2][H:7])[H:6])([H:3])([H:4])[H:5].[S:8]([S:9][H:11])[H:10]>>[C:0]([C:1]([S:2][H:7])([H:6])[H:10])([H:3])([H:4])[H:5].[S:8][S:9][H:11],-17.9912
[C:0]([C:1]([C:2]([H:7])([H:8])[H:9])[S:3][H:10])([H:4])([H:5])[H:6].[S:11]([S:12][H:14])[H:13]>>[C:0]([C:1]([C:2]([H:7])([H:8])[H:9])([S:3][H:10])[H:13])([H:4])([H:5])[H:6].[S:11][S:12][H:14],-24.2672
[C:4]([C:5](=[S:6])[H:9])([H:7])[H:8].[S:0]([S:1][H:3])[H:2]>>[H:2][C:4]([C:5](=[S:6])[H:9])([H:7])[H:8].[S:0][S:1][H:3],13.3888
[C:0]([C:1]([C:2](=[S:3])[H:8])[H:7])([H:4])([H:5])[H:6].[S:9]([S:10][H:12])[H:11]>>[C:0]([C:1]([C:2](=[S:3])[H:8])([H:7])[H:11])([H:4])([H:5])[H:6].[S:9][S:10][H:12],17.5728
[C:0]([C:1]([C:2]([H:8])([H:9])[H:10])[C:3](=[S:4])[H:11])([H:5])([H:6])[H:7].[S:12]([S:13][H:15])[H:14]>>[C:0]([C:1]([C:2]([H:8])([H:9])[H:10])([C:3](=[S:4])[H:11])[H:14])([H:5])([H:6])[H:7].[S:12][S:13][H:15],24.6856
[C:0](=[C:1][S:2][H:5])([H:3])[H:4].[S:6]([S:7][H:9])[H:8]>>[C:0](=[C:1]([S:2][H:5])[H:8])([H:3])[H:4].[S:6][S:7][H:9],-25.5224
[C:0](=[C:1][C:2](=[S:3])[H:6])([H:4])[H:5].[S:7]([S:8][H:10])[H:9]>>[C:0](=[C:1]([C:2](=[S:3])[H:6])[H:9])([H:4])[H:5].[S:7][S:8][H:10],25.104
[C:0](=[C:1]([C:2]([S:3][H:8])[H:7])[H:6])([H:4])[H:5].[S:9]([S:10][H:12])[H:11]>>[C:0](=[C:1]([C:2]([S:3][H:8])([H:7])[H:11])[H:6])([H:4])[H:5].[S:9][S:10][H:12],7.5312
[C:0](=[C:1]([C:2]([C:3]([H:8])([H:9])[H:10])[S:4][H:11])[H:7])([H:5])[H:6].[S:12]([S:13][H:15])[H:14]>>[C:0](=[C:1]([C:2]([C:3]([H:8])([H:9])[H:10])([S:4][H:11])[H:14])[H:7])([H:5])[H:6].[S:12][S:13][H:15],2.5104
[S:0]=[C:1]([C:2]([S:3][H:6])[H:5])[H:4].[S:7]([S:8][H:10])[H:9]>>[S:0]=[C:1]([C:2]([S:3][H:6])([H:5])[H:9])[H:4].[S:7][S:8][H:10],38.9112
[C:0]([C:1]([S:2][H:8])[C:3](=[S:4])[H:9])([H:5])([H:6])[H:7].[S:10]([S:11][H:13])[H:12]>>[C:0]([C:1]([S:2][H:8])([C:3](=[S:4])[H:9])[H:12])([H:5])([H:6])[H:7].[S:10][S:11][H:13],41.84
[C:0](#[C:1][C:2]([S:3][H:6])[H:5])[H:4].[S:7]([S:8][H:10])[H:9]>>[C:0](#[C:1][C:2]([S:3][H:6])([H:5])[H:9])[H:4].[S:7][S:8][H:10],9.6232
[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])[S:4][H:9])[H:5].[S:10]([S:11][H:13])[H:12]>>[C:0](#[C:1][C:2]([C:3]([H:6])([H:7])[H:8])([S:4][H:9])[H:12])[H:5].[S:10][S:11][H:13],6.6944
[S:0]([S:1][H:3])[H:2].[S:4]([C:5]([c:6]1[c:7]([H:14])[c:8]([H:15])[c:9]([H:16])[c:10]([H:17])[c:11]1[H:18])[H:13])[H:12]>>[H:2][C:5]([S:4][H:12])([c:6]1[c:7]([H:14])[c:8]([H:15])[c:9]([H:16])[c:10]([H:17])[c:11]1[H:18])[H:13].[S:0][S:1][H:3],-1.2552
[C:0]([C:1]([S:2][H:12])[c:3]1[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]([H:16])[c:8]1[H:17])([H:9])([H:10])[H:11].[S:18]([S:19][H:21])[H:20]>>[C:0]([C:1]([S:2][H:12])([c:3]1[c:4]([H:13])[c:5]([H:14])[c:6]([H:15])[c:7]([H:16])[c:8]1[H:17])[H:20])([H:9])([H:10])[H:11].[S:18][S:19][H:21],-8.368
[C:4](=[S:5])[H:6].[S:0]([S:1][H:3])[H:2]>>[H:2][C:4](=[S:5])[H:6].[S:0][S:1][H:3],-5.4392
[C:0]([C:1]=[S:2])([H:3])([H:4])[H:5].[S:6]([S:7][H:9])[H:8]>>[C:0]([C:1](=[S:2])[H:8])([H:3])([H:4])[H:5].[S:6][S:7][H:9],-11.7152
[S:0]=[C:1][S:2][H:3].[S:4]([S:5][H:7])[H:6]>>[S:0]=[C:1]([S:2][H:3])[H:6].[S:4][S:5][H:7],-10.8784
[C:0]([S:1])([H:2])([H:3])[H:4].[S:5]([H:6])[H:7]>>[C:0]([S:1][H:6])([H:2])([H:3])[H:4].[S:5][H:7],43.0952
[C:0]([S:1])([H:2])([H:3])[H:4].[S:5]([H:6])[H:7]>>[C:0]([S:1][S:5][H:7])([H:2])([H:3])[H:4].[H:6],103.763
[C:0](=[C:1]([S:2])[H:5])([H:3])[H:4].[S:6]([H:7])[H:8]>>[C:0](=[C:1]([S:2][H:7])[H:5])([H:3])[H:4].[S:6][H:8],58.9944
[C:0](#[C:1][S:2])[H:3].[S:4]([H:5])[H:6]>>[C:0](#[C:1][S:2][H:5])[H:3].[S:4][H:6],40.5848
[S:0]([H:1])[H:2].[S:3][c:4]1[c:5]([H:10])[c:6]([H:11])[c:7]([H:12])[c:8]([H:13])[c:9]1[H:14]>>[H:1][S:3][c:4]1[c:5]([H:10])[c:6]([H:11])[c:7]([H:12])[c:8]([H:13])[c:9]1[H:14].[S:0][H:2],66.1072
[S:0]([H:1])[H:2].[S:3][S:4][H:5]>>[H:1][S:3][S:4][H:5].[S:0][H:2],43.9738
[S:0]([H:1])[H:2].[S:3][S:4][H:5]>>[H:1].[S:0]([H:2])[S:3][S:4][H:5],157.318
[C:0]([S:1][H:5])([H:2])([H:3])[H:4].[S:6][H:7]>>[C:0]([S:1])([H:2])([H:3])[H:4].[H:5][S:6][H:7],-2.092
[C:0]([S:1][H:5])([H:2])([H:3])[H:4].[S:6][H:7]>>[C:0]([S:1][S:6][H:7])([H:2])([H:3])[H:4].[H:5],109.035
[C:0]([S:1][H:5])([H:2])([H:3])[H:4].[S:6][H:7]>>[C:0]([H:2])([H:3])[H:4].[S:1]([H:5])[S:6][H:7],54.7686
[C:0](=[C:1]([S:2])[H:5])([H:3])[H:4].[C:6]([S:7][H:11])([H:8])([H:9])[H:10]>>[C:0](=[C:1]([S:2][H:11])[H:5])([H:3])[H:4].[C:6]([S:7])([H:8])([H:9])[H:10],35.7732
[C:0](#[C:1][S:2])[H:3].[C:4]([S:5][H:9])([H:6])([H:7])[H:8]>>[C:0](#[C:1][S:2][H:9])[H:3].[C:4]([S:5])([H:6])([H:7])[H:8],41.0032
[C:0]([S:1][H:5])([H:2])([H:3])[H:4].[S:6][c:7]1[c:8]([H:13])[c:9]([H:14])[c:10]([H:15])[c:11]([H:16])[c:12]1[H:17]>>[C:0]([S:1])([H:2])([H:3])[H:4].[H:5][S:6][c:7]1[c:8]([H:13])[c:9]([H:14])[c:10]([H:15])[c:11]([H:16])[c:12]1[H:17],28.2838
[C:0]([S:1][H:5])([H:2])([H:3])[H:4].[S:6][S:7][H:8]>>[C:0]([S:1])([H:2])([H:3])[H:4].[H:5][S:6][S:7][H:8],67.3206
[C:0]([S:1][H:5])([H:2])([H:3])[H:4].[S:6][S:7][H:8]>>[C:0]([S:1][S:6][S:7][H:8])([H:2])([H:3])[H:4].[H:5],153.009
[C:0]([S:1][H:5])([H:2])([H:3])[H:4].[S:6][S:7][H:8]>>[C:0]([H:2])([H:3])[H:4].[S:1]([H:5])[S:6][S:7][H:8],97.4872
