,err,model_unc,data_unc,unc,g,pred,index
[C:1](=[O:2])([H:4])[H:5].[H:3][C:6]([C:7](=[O:8])[O:9][C:10]([H:13])([H:14])[H:15])([H:11])[H:12]>>[C:1]([O:2])([H:3])([H:4])[H:5].[C:6]([C:7](=[O:8])[O:9][C:10]([H:13])([H:14])[H:15])([H:11])[H:12],35.089817690087756,1.3381812494649579,4.587079563262354,4.778287138307904,111.26964376296382,76.17982607287607,237.0
[C:1]([O:2])([H:3])([H:4])[H:5].[C:6]([C:7]([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](=[O:2])([H:4])[H:5].[H:3][C:7]([C:6]([H:8])([H:9])[H:10])([H:11])[H:12],21.04853635030902,1.9960190018372483,6.939527884436447,7.220882156258082,39.069709077943116,60.11824542825214,238.0
[C:1](=[O:2])([H:4])[H:5].[H:3][C:7]([C:6]([H:8])([H:9])[H:10])([H:11])[H:12]>>[C:1]([O:2])([H:3])([H:4])[H:5].[C:6]([C:7]([H:11])[H:12])([H:8])([H:9])[H:10],36.41991173626087,2.110907366864833,5.1384585981569035,5.555149563824257,107.28742136823712,70.86750963197625,239.0
[C:1]([O:2])([H:3])([H:4])[H:5].[C:6]([O:7][C:8]([C:9]([H:13])([H:14])[H:15])=[O:10])([H:11])[H:12]>>[C:1](=[O:2])([H:4])[H:5].[H:3][C:6]([O:7][C:8]([C:9]([H:13])([H:14])[H:15])=[O:10])([H:11])[H:12],16.581612837005892,1.4144484806437867,4.2476427625761355,4.476955834365684,45.17784944921732,61.75946228622321,240.0
[C:1](=[O:2])([H:4])[H:5].[H:3][C:6]([O:7][C:8]([C:9]([H:13])([H:14])[H:15])=[O:10])([H:11])[H:12]>>[C:1]([O:2])([H:3])([H:4])[H:5].[C:6]([O:7][C:8]([C:9]([H:13])([H:14])[H:15])=[O:10])([H:11])[H:12],34.9133282691632,1.1005433048955697,4.2510332335203005,4.391181972822866,112.66342888429062,77.75010061512742,241.0
[C:1]([H:2])([H:3])[H:4].[C:5]([O:6])([H:7])([H:8])[H:9]>>[C:1]([H:2])([H:3])([H:4])[H:7].[C:5](=[O:6])([H:8])[H:9],23.029203751431034,3.1036458849476185,6.7444195874242885,7.424271907088579,31.40198668089579,54.43119043232682,242.0
[C:1]([H:2])([H:3])([H:4])[H:7].[C:5](=[O:6])([H:8])[H:9]>>[C:1]([H:2])([H:3])[H:4].[C:5]([O:6])([H:7])([H:8])[H:9],36.57987319999435,2.6294915749712553,5.320356275935818,5.934679169570539,106.08611576390103,69.50624256390668,243.0
[C:1]([O:2])([H:3])([H:4])[H:5].[C:6](=[C:7]([O:8])[H:10])[H:9]>>[C:1](=[O:2])([H:4])[H:5].[H:3][C:6](=[C:7]([O:8])[H:10])[H:9],16.86566027007825,3.1239385833024444,6.688177760914825,7.381782578337114,29.398486764752306,46.26414703483056,244.0
[C:1](=[O:2])([H:4])[H:5].[H:3][C:6](=[C:7]([O:8])[H:10])[H:9]>>[C:1]([O:2])([H:3])([H:4])[H:5].[C:6](=[C:7]([O:8])[H:10])[H:9],45.2364478028893,1.6162706098150086,4.983995631042898,5.239517452438389,111.65025779319694,66.41380999030764,245.0
[C:1](=[O:2])[H:3].[C:4]([O:5])([H:6])([H:7])[H:8]>>[C:1](=[O:2])([H:3])[H:6].[C:4](=[O:5])([H:7])[H:8],8.118809736473565,2.916858275987063,6.147740972946444,6.804614704201753,37.95757922739722,46.076388963870784,246.0
[C:1](=[O:2])([H:3])[H:6].[C:4](=[O:5])([H:7])[H:8]>>[C:1](=[O:2])[H:3].[C:4]([O:5])([H:6])([H:7])[H:8],39.24211474474591,1.4681351717155202,3.4246297021707433,3.7260581690867673,98.36567569134058,59.12356094659467,247.0
[C:2]([O:3])([H:4])([H:5])[H:6].[H:1]>>[C:2](=[O:3])([H:5])[H:6].[H:1][H:4],40.27751427887499,5.074025207728244,8.561344434036902,9.95200232751562,21.365415264546755,61.642929543421744,248.0
[C:2](=[O:3])([H:5])[H:6].[H:1][H:4]>>[C:2]([O:3])([H:4])([H:5])[H:6].[H:1],43.567184982393904,2.364625269378671,5.07523596424153,5.599059988722644,101.86223216298094,58.29504718058704,249.0
[C:4]([H:5])([H:6])[H:7].[O:1]=[C:2]=[O:3]>>[O:1][C:2](=[O:3])[C:4]([H:5])([H:6])[H:7],45.29008221564297,3.6697924080078472,6.267946334559264,7.263231207306219,35.11581339032273,80.4058956059657,250.0
[O:1][C:2](=[O:3])[C:4]([H:5])([H:6])[H:7]>>[C:4]([H:5])([H:6])[H:7].[O:1]=[C:2]=[O:3],45.1206713272034,2.752473254736279,6.606414116798694,7.156871977384784,1.4839862501830794,46.604657577386476,251.0
[H:1].[O:2]=[C:3]=[O:4]>>[H:1][O:2][C:3]=[O:4],65.31299749973661,5.372817245876937,14.683041221008743,15.635180352507437,34.97743668117619,100.2904341809128,252.0
[H:1][O:2][C:3]=[O:4]>>[H:1].[O:2]=[C:3]=[O:4],0.2650331416674483,2.477872914331044,5.481913264283645,6.01591449546155,24.19775661843596,23.932723476768512,253.0
[H:1].[O:2]=[C:3]=[O:4]>>[H:1][C:3]([O:2])=[O:4],54.52013881578722,4.608654758007646,11.551391541323246,12.43681411051322,26.55783980608976,81.07797862187698,254.0
[H:1][C:3]([O:2])=[O:4]>>[H:1].[O:2]=[C:3]=[O:4],29.307147026799264,2.2693524412120496,7.449831375915563,7.787807652479037,4.4583739577792585,33.76552098457852,255.0
[C:5]([C:6](=[O:7])[O:8][C:9]([H:12])([H:13])[H:14])([H:10])[H:11].[O:1]=[C:2][O:3][H:4]>>[H:4][C:5]([C:6](=[O:7])[O:8][C:9]([H:12])([H:13])[H:14])([H:10])[H:11].[O:1]=[C:2]=[O:3],9.22303972477063,0.9192962075656365,3.5142705445326565,3.632520196422095,53.44299881189363,44.219959087123,256.0
[H:4][C:5]([C:6](=[O:7])[O:8][C:9]([H:12])([H:13])[H:14])([H:10])[H:11].[O:1]=[C:2]=[O:3]>>[C:5]([C:6](=[O:7])[O:8][C:9]([H:12])([H:13])[H:14])([H:10])[H:11].[O:1]=[C:2][O:3][H:4],57.20446605652394,2.0522318344764905,4.986731845079546,5.392508692359169,142.52488526212983,85.32041920560589,257.0
[C:5]([C:6]([H:10])[H:11])([H:7])([H:8])[H:9].[O:1]=[C:2][O:3][H:4]>>[H:4][C:6]([C:5]([H:7])([H:8])[H:9])([H:10])[H:11].[O:1]=[C:2]=[O:3],2.8770148317574638,0.9237271704327275,3.2927887421607207,3.419901984837582,34.816009035741445,37.69302386749891,258.0
[H:4][C:6]([C:5]([H:7])([H:8])[H:9])([H:10])[H:11].[O:1]=[C:2]=[O:3]>>[C:5]([C:6]([H:10])[H:11])([H:7])([H:8])[H:9].[O:1]=[C:2][O:3][H:4],31.902255051398683,2.3246436868671543,4.828130420748455,5.358620310364223,120.66347478603711,88.76121973463843,259.0
[C:5]([O:6][C:7]([C:8]([H:12])([H:13])[H:14])=[O:9])([H:10])[H:11].[O:1]=[C:2][O:3][H:4]>>[H:4][C:5]([O:6][C:7]([C:8]([H:12])([H:13])[H:14])=[O:9])([H:10])[H:11].[O:1]=[C:2]=[O:3],3.0832612519673077,0.7737885169954348,2.7892332649300307,2.89457611322042,48.36657267843839,45.28331142647108,260.0
[H:4][C:5]([O:6][C:7]([C:8]([H:12])([H:13])[H:14])=[O:9])([H:10])[H:11].[O:1]=[C:2]=[O:3]>>[C:5]([O:6][C:7]([C:8]([H:12])([H:13])[H:14])=[O:9])([H:10])[H:11].[O:1]=[C:2][O:3][H:4],43.12613729812344,2.71274445737458,4.4801229573176435,5.2374119757472855,135.6782132765511,92.55207597842767,261.0
[C:5]([H:6])([H:7])[H:8].[O:1]=[C:2][O:3][H:4]>>[H:4][C:5]([H:6])([H:7])[H:8].[O:1]=[C:2]=[O:3],3.876516267349473,0.49854614413425846,4.43715183344075,4.465071628858572,28.745226812607143,32.621743079956616,262.0
[H:4][C:5]([H:6])([H:7])[H:8].[O:1]=[C:2]=[O:3]>>[C:5]([H:6])([H:7])[H:8].[O:1]=[C:2][O:3][H:4],41.35092602085132,3.4341254399818952,6.859595398787444,7.67119720595141,122.69552433225908,81.34459831140776,263.0
[C:5]([H:6])([H:7])[H:8].[O:1]=[C:2][O:3][H:4]>>[O:1]=[C:2]([O:3][H:4])[C:5]([H:6])([H:7])[H:8],48.83273810900282,1.9596129304766192,7.948927462573282,8.186912155540872,22.321974578517256,71.15471268752007,264.0
[O:1]=[C:2]([O:3][H:4])[C:5]([H:6])([H:7])[H:8]>>[C:5]([H:6])([H:7])[H:8].[O:1]=[C:2][O:3][H:4],9.116733914311695,1.8509032753631607,6.485728606600182,6.744665928956157,88.01340815422009,78.89667423990839,265.0
[C:5](=[C:6]([O:7])[H:9])[H:8].[O:1]=[C:2][O:3][H:4]>>[H:4][C:5](=[C:6]([O:7])[H:9])[H:8].[O:1]=[C:2]=[O:3],2.9668180140563862,1.1776077707944195,2.4214968907457615,2.6926580276237817,30.200327278493205,33.16714529254959,266.0
[H:4][C:5](=[C:6]([O:7])[H:9])[H:8].[O:1]=[C:2]=[O:3]>>[C:5](=[C:6]([O:7])[H:9])[H:8].[O:1]=[C:2][O:3][H:4],45.15090882662756,2.8471551520153597,4.103948845918443,4.994866223390065,131.5834531482251,86.43254432159753,267.0
[C:1](=[O:2])[H:3].[O:4]=[C:5][O:6][H:7]>>[C:1](=[O:2])([H:3])[H:7].[O:4]=[C:5]=[O:6],11.290239624319817,1.4859539620111686,3.5917429674546164,3.8869881298347675,50.492952594242524,39.20271296992271,268.0
[C:1](=[O:2])([H:3])[H:7].[O:4]=[C:5]=[O:6]>>[C:1](=[O:2])[H:3].[O:4]=[C:5][O:6][H:7],38.53852024644925,3.6967674661228944,5.828840807505341,6.902280409967724,127.90264201321406,89.36412176676481,269.0
[H:1].[O:2]=[C:3][O:4][H:5]>>[H:1][H:5].[O:2]=[C:3]=[O:4],10.09504419365254,1.3336920369507148,6.511240429252944,6.646426587043884,35.13843844900839,45.23348264266093,270.0
[H:1][H:5].[O:2]=[C:3]=[O:4]>>[H:1].[O:2]=[C:3][O:4][H:5],40.41337745870682,4.727500027511172,9.491183370860854,10.60338711400389,135.02562399374438,94.61224653503756,271.0
[C-:1]#[O+:2].[C:3]([H:4])([H:5])[H:6]>>[C:1](=[O:2])[C:3]([H:4])([H:5])[H:6],60.931463374415756,7.567238253456624,9.091905334988335,11.82902520941462,21.789161179185612,82.72062455360137,272.0
[C:1](=[O:2])[C:3]([H:4])([H:5])[H:6]>>[C-:1]#[O+:2].[C:3]([H:4])([H:5])[H:6],19.820977567226223,2.5818247804714773,7.492159340640828,7.924535997937557,15.021256280771922,34.842233847998145,273.0
[C-:2]#[O+:3].[H:1]>>[H:1][C:2]=[O:3],52.375314807440944,2.4177977440139102,8.01236725936489,8.369215914881226,15.520796222961508,67.89611103040245,274.0
[H:1][C:2]=[O:3]>>[C-:2]#[O+:3].[H:1],9.492951145245488,3.8791914924305373,8.841770378728329,9.655310977130833,20.894027799076866,11.401076653831378,275.0
[C-:3]#[O+:4].[H:1][H:2]>>[H:1][C:3]([H:2])=[O:4],20.562094045809758,4.097396363898814,5.562869317953242,6.908992112567273,100.25363309458771,79.69153904877795,276.0
[H:1][C:3]([H:2])=[O:4]>>[C-:3]#[O+:4].[H:1][H:2],19.054630167294725,1.535202014173004,4.761039475190533,5.0024336186143845,82.81760651347577,63.76297634618104,277.0
[C:1]([O:2][H:5])([H:3])[H:4].[C:6]([C:7](=[O:8])[O:9][C:10]([H:13])([H:14])[H:15])([H:11])[H:12]>>[C:1](=[O:2])([H:3])[H:4].[H:5][C:6]([C:7](=[O:8])[O:9][C:10]([H:13])([H:14])[H:15])([H:11])[H:12],6.049977880165137,0.8150164412773406,4.814178056198426,4.88267981300585,46.306688597251195,40.25671071708606,278.0
[C:1](=[O:2])([H:3])[H:4].[H:5][C:6]([C:7](=[O:8])[O:9][C:10]([H:13])([H:14])[H:15])([H:11])[H:12]>>[C:1]([O:2][H:5])([H:3])[H:4].[C:6]([C:7](=[O:8])[O:9][C:10]([H:13])([H:14])[H:15])([H:11])[H:12],34.4201244514345,1.7682071527926255,3.519262585373966,3.938497896406707,107.71959011268336,73.29946566124886,279.0
[C:1](=[O:2])[H:3].[C:4]([C:5](=[O:6])[O:7][C:8]([H:11])([H:12])[H:13])([H:9])[H:10]>>[C-:1]#[O+:2].[H:3][C:4]([C:5](=[O:6])[O:7][C:8]([H:11])([H:12])[H:13])([H:9])[H:10],35.363513374520856,1.8058528804051692,5.7981239303329515,6.072836712539477,87.36782641898026,52.0043130444594,280.0
[C-:1]#[O+:2].[H:3][C:4]([C:5](=[O:6])[O:7][C:8]([H:11])([H:12])[H:13])([H:9])[H:10]>>[C:1](=[O:2])[H:3].[C:4]([C:5](=[O:6])[O:7][C:8]([H:11])([H:12])[H:13])([H:9])[H:10],72.84175755942924,1.6663937329937366,4.175026399614553,4.495299045763169,160.98655385506572,88.14479629563648,281.0
[C:2]([C:3](=[O:4])[O:5][C:6]([H:9])([H:10])[H:11])([H:7])[H:8].[H:1]>>[H:1][C:2]([C:3](=[O:4])[O:5][C:6]([H:9])([H:10])[H:11])([H:7])[H:8],45.07032751116397,1.7523852747899478,6.466386390391468,6.699627385246186,20.288310548494337,65.3586380596583,282.0
[H:1][C:2]([C:3](=[O:4])[O:5][C:6]([H:9])([H:10])[H:11])([H:7])[H:8]>>[C:2]([C:3](=[O:4])[O:5][C:6]([H:9])([H:10])[H:11])([H:7])[H:8].[H:1],26.277355632493567,2.541270456109428,5.391896597135403,5.960755358618147,101.46810597006697,75.1907503375734,283.0
[C:5]([C:6](=[O:7])[O:8][C:9]([H:12])([H:13])[H:14])([H:10])[H:11].[O:1][C:2](=[O:3])[H:4]>>[H:4][C:5]([C:6](=[O:7])[O:8][C:9]([H:12])([H:13])[H:14])([H:10])[H:11].[O:1]=[C:2]=[O:3],10.28792644761667,1.612275432530933,4.776004238802099,5.040798404955154,49.34021205792669,59.62813850554336,284.0
[H:4][C:5]([C:6](=[O:7])[O:8][C:9]([H:12])([H:13])[H:14])([H:10])[H:11].[O:1]=[C:2]=[O:3]>>[C:5]([C:6](=[O:7])[O:8][C:9]([H:12])([H:13])[H:14])([H:10])[H:11].[O:1][C:2](=[O:3])[H:4],65.48020268750474,2.395004804855136,5.136185670278952,5.667137836232505,150.10528345278,84.62508076527524,285.0
[C:1]([C:2](=[O:3])[O:4][C:5]([H:8])([H:9])[H:10])([H:6])[H:7]>>[C:1]([C:2](=[O:3])[O:4][C:5]([H:9])[H:10])([H:6])([H:7])[H:8],48.792035562628215,2.007688422095646,5.862522740109401,6.196772198372048,30.20199675761978,78.994032320248,286.0
[C:1]([C:2](=[O:3])[O:4][C:5]([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C:2](=[O:3])[O:4][C:5]([H:8])([H:9])[H:10])([H:6])[H:7],39.62627173033948,1.0654795350826185,7.05497598266925,7.134979520343406,31.812208739633206,71.43848046997269,287.0
[C:1]([C:2]([H:6])[H:7])([H:3])([H:4])[H:5].[C:8]([C:9](=[O:10])[O:11][C:12]([H:15])([H:16])[H:17])([H:13])[H:14]>>[C:1](=[C:2]([H:6])[H:7])([H:4])[H:5].[H:3][C:8]([C:9](=[O:10])[O:11][C:12]([H:15])([H:16])[H:17])([H:13])[H:14],8.498024267212017,1.6930035511458719,4.252034176074106,4.5766861000831955,48.001694324746495,56.49971859195851,288.0
[C:1](=[C:2]([H:6])[H:7])([H:4])[H:5].[H:3][C:8]([C:9](=[O:10])[O:11][C:12]([H:15])([H:16])[H:17])([H:13])[H:14]>>[C:1]([C:2]([H:6])[H:7])([H:3])([H:4])[H:5].[C:8]([C:9](=[O:10])[O:11][C:12]([H:15])([H:16])[H:17])([H:13])[H:14],22.429973813272483,1.6301465215073032,5.068285353001133,5.323992308505731,100.38682191842236,77.95684810514987,289.0
[C:1]([C:2]([H:6])[H:7])([H:3])([H:4])[H:5].[C:8]([C:9]([H:13])[H:14])([H:10])([H:11])[H:12]>>[C:1]([C:2]([H:6])([H:7])[H:10])([H:3])([H:4])[H:5].[C:8](=[C:9]([H:13])[H:14])([H:11])[H:12],7.923157019310381,1.3132260220486411,5.3373923264100664,5.496573426327238,46.62938143122301,54.55253845053339,290.0
[C:1]([C:2]([H:6])([H:7])[H:10])([H:3])([H:4])[H:5].[C:8](=[C:9]([H:13])[H:14])([H:11])[H:12]>>[C:1]([C:2]([H:6])[H:7])([H:3])([H:4])[H:5].[C:8]([C:9]([H:13])[H:14])([H:10])([H:11])[H:12],19.808807407049557,1.9665854350144907,4.104753767076167,4.551534000920691,94.4902572495048,74.68144984245524,291.0
[C:1]([O:2][H:5])([H:3])[H:4].[C:6]([C:7]([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](=[O:2])([H:3])[H:4].[H:5][C:7]([C:6]([H:8])([H:9])[H:10])([H:11])[H:12],3.877379837115498,1.5205080328919434,4.36210054035849,4.619509259898151,38.35962093921262,34.48224110209712,292.0
[C:1](=[O:2])([H:3])[H:4].[H:5][C:7]([C:6]([H:8])([H:9])[H:10])([H:11])[H:12]>>[C:1]([O:2][H:5])([H:3])[H:4].[C:6]([C:7]([H:11])[H:12])([H:8])([H:9])[H:10],23.42578300318877,2.637164203990917,4.214392408343109,4.971492573695658,97.32210253314406,73.89631952995529,293.0
[C:1]([C:2]([H:6])[H:7])([H:3])([H:4])[H:5].[C:8]([O:9][C:10]([C:11]([H:15])([H:16])[H:17])=[O:12])([H:13])[H:14]>>[C:1](=[C:2]([H:6])[H:7])([H:4])[H:5].[H:3][C:8]([O:9][C:10]([C:11]([H:15])([H:16])[H:17])=[O:12])([H:13])[H:14],4.760430370057932,0.8933169117813965,4.314680773797074,4.406187159512038,51.450700808432885,56.21113117849082,294.0
[C:1](=[C:2]([H:6])[H:7])([H:4])[H:5].[H:3][C:8]([O:9][C:10]([C:11]([H:15])([H:16])[H:17])=[O:12])([H:13])[H:14]>>[C:1]([C:2]([H:6])[H:7])([H:3])([H:4])[H:5].[C:8]([O:9][C:10]([C:11]([H:15])([H:16])[H:17])=[O:12])([H:13])[H:14],21.33766503451085,1.078425405819545,4.039929277045323,4.181390907275352,102.23455577873392,80.89689074422307,295.0
[C:1]([H:2])([H:3])[H:4].[C:5]([C:6]([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([H:2])([H:3])([H:4])[H:7].[C:5](=[C:6]([H:10])[H:11])([H:8])[H:9],12.696063611595171,1.7997248607138854,4.8908421283974075,5.211462971103075,36.79649116797373,49.4925547795689,296.0
[C:1]([H:2])([H:3])([H:4])[H:7].[C:5](=[C:6]([H:10])[H:11])([H:8])[H:9]>>[C:1]([H:2])([H:3])[H:4].[C:5]([C:6]([H:10])[H:11])([H:7])([H:8])[H:9],21.016869523722235,2.647547630241231,4.896961924511376,5.566843319558232,93.38017834824859,72.36330882452636,297.0
[C:1](=[C:2]([O:3])[H:5])[H:4].[C:6]([C:7]([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([O:3])[H:5])([H:4])[H:8].[C:6](=[C:7]([H:11])[H:12])([H:9])[H:10],7.533486860438188,1.8497275011458512,6.397571355573152,6.659610429908448,35.003411246230826,42.536898106669014,298.0
[C:1](=[C:2]([O:3])[H:5])([H:4])[H:8].[C:6](=[C:7]([H:11])[H:12])([H:9])[H:10]>>[C:1](=[C:2]([O:3])[H:5])[H:4].[C:6]([C:7]([H:11])[H:12])([H:8])([H:9])[H:10],29.889170573781414,1.3477250469501731,4.91047263975559,5.092062877455961,99.22745387448231,69.3382833007009,299.0
[C:1](=[O:2])[H:3].[C:4]([C:5]([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1](=[O:2])([H:3])[H:6].[C:4](=[C:5]([H:9])[H:10])([H:7])[H:8],15.570834957626744,1.8744103413218662,6.1808806733297965,6.458846648248908,58.22656461270526,42.65572965507852,300.0
[C:1](=[O:2])([H:3])[H:6].[C:4](=[C:5]([H:9])[H:10])([H:7])[H:8]>>[C:1](=[O:2])[H:3].[C:4]([C:5]([H:9])[H:10])([H:6])([H:7])[H:8],33.181764430468974,1.20312596482823,4.623393982121922,4.777372081088624,97.73453911635443,64.55277468588545,301.0
[C:2]([C:3]([H:7])[H:8])([H:4])([H:5])[H:6].[H:1]>>[C:2](=[C:3]([H:7])[H:8])([H:5])[H:6].[H:1][H:4],35.93411579463914,2.488383853915548,9.387004744791012,9.711226095769605,26.39825461320288,62.33237040784202,302.0
[C:2](=[C:3]([H:7])[H:8])([H:5])[H:6].[H:1][H:4]>>[C:2]([C:3]([H:7])[H:8])([H:4])([H:5])[H:6].[H:1],23.639014475609727,2.624096958378366,3.893664648498273,4.695371044117363,89.58523359947867,65.94621912386894,303.0
[C:2]([C:3]([H:7])[H:8])([H:4])([H:5])[H:6].[H:1]>>[H:1][C:3]([C:2]([H:4])([H:5])[H:6])([H:7])[H:8],42.0272786859994,3.1124634635266326,8.157824949841089,8.73141092401669,18.961252369852446,60.988531055851844,304.0
[H:1][C:3]([C:2]([H:4])([H:5])[H:6])([H:7])[H:8]>>[C:2]([C:3]([H:7])[H:8])([H:4])([H:5])[H:6].[H:1],21.45395782114356,3.6357722598188054,6.382803289289795,7.3456802105071635,93.7475614686482,72.29360364750464,305.0
[C:5]([C:6]([H:10])[H:11])([H:7])([H:8])[H:9].[O:1][C:2](=[O:3])[H:4]>>[H:4][C:6]([C:5]([H:7])([H:8])[H:9])([H:10])[H:11].[O:1]=[C:2]=[O:3],15.938341814393745,2.061657339305424,5.3017789065813465,5.688522704444698,39.14508896396728,55.08343077836103,306.0
[H:4][C:6]([C:5]([H:7])([H:8])[H:9])([H:10])[H:11].[O:1]=[C:2]=[O:3]>>[C:5]([C:6]([H:10])[H:11])([H:7])([H:8])[H:9].[O:1][C:2](=[O:3])[H:4],51.519487133561626,2.7133056330495053,6.042890082529695,6.624088466187172,135.6628925058758,84.14340537231416,307.0
[C:1]([O:2][H:5])([H:3])[H:4].[C:6]([O:7][C:8]([C:9]([H:13])([H:14])[H:15])=[O:10])([H:11])[H:12]>>[C:1](=[O:2])([H:3])[H:4].[H:5][C:6]([O:7][C:8]([C:9]([H:13])([H:14])[H:15])=[O:10])([H:11])[H:12],3.0709571090579075,2.175210967946038,3.9693223093981866,4.526263619251412,45.50536625398672,42.434409144928814,308.0
[C:1](=[O:2])([H:3])[H:4].[H:5][C:6]([O:7][C:8]([C:9]([H:13])([H:14])[H:15])=[O:10])([H:11])[H:12]>>[C:1]([O:2][H:5])([H:3])[H:4].[C:6]([O:7][C:8]([C:9]([H:13])([H:14])[H:15])=[O:10])([H:11])[H:12],27.155050848791603,2.5028717623023704,3.9865984195041206,4.707157742940354,106.14682027284289,78.99176942405128,309.0
[C:1]([H:2])([H:3])[H:4].[C:5]([O:6][H:9])([H:7])[H:8]>>[C:1]([H:2])([H:3])([H:4])[H:9].[C:5](=[O:6])([H:7])[H:8],3.7614354345811876,1.5467462757241706,6.112867168521584,6.305518936729607,30.651497750543058,26.89006231596187,310.0
[C:1]([H:2])([H:3])([H:4])[H:9].[C:5](=[O:6])([H:7])[H:8]>>[C:1]([H:2])([H:3])[H:4].[C:5]([O:6][H:9])([H:7])[H:8],32.267248501043724,3.5497947828708485,5.603397909525365,6.633182579499099,97.87103888559795,65.60379038455423,311.0
[C:1]([O:2][H:5])([H:3])[H:4].[C:6](=[C:7]([O:8])[H:10])[H:9]>>[C:1](=[O:2])([H:3])[H:4].[H:5][C:6](=[C:7]([O:8])[H:10])[H:9],7.746326489926066,2.675308980256537,3.696749472397698,4.563248273052205,37.80258974307799,30.056263253151922,312.0
[C:1](=[O:2])([H:3])[H:4].[H:5][C:6](=[C:7]([O:8])[H:10])[H:9]>>[C:1]([O:2][H:5])([H:3])[H:4].[C:6](=[C:7]([O:8])[H:10])[H:9],50.29798603573671,1.933752359645934,3.556035326393399,4.047812425371762,121.01387228371459,70.71588624797788,313.0
[C:1](=[O:2])[H:3].[C:4]([O:5][H:8])([H:6])[H:7]>>[C:1](=[O:2])([H:3])[H:8].[C:4](=[O:5])([H:6])[H:7],2.481510071661752,3.029545583843566,5.290762935435628,6.0967465818718,39.36782841006061,36.88631833839886,314.0
[C:1](=[O:2])([H:3])[H:8].[C:4](=[O:5])([H:6])[H:7]>>[C:1](=[O:2])[H:3].[C:4]([O:5][H:8])([H:6])[H:7],17.700748696380742,3.022617060872026,5.63657144287478,6.395869880423314,89.66684131065267,71.96609261427193,315.0
[C:2]([O:3][H:6])([H:4])[H:5].[H:1]>>[C:2](=[O:3])([H:4])[H:5].[H:1][H:6],26.415086294958883,2.931511412349356,10.668808345001752,11.064232041272161,26.7138178604946,53.12890415545348,316.0
[C:2](=[O:3])([H:4])[H:5].[H:1][H:6]>>[C:2]([O:3][H:6])([H:4])[H:5].[H:1],23.80720730240128,3.3983652034253833,6.473662036372133,7.311442143450103,99.94295663107187,76.13574932867058,317.0
[C:1]([O:2][H:5])([H:3])[H:4]>>[C:1]([O:2])([H:3])([H:4])[H:5],0.8393309351157114,0.848646691122018,5.930099424974932,5.990515870644228,38.52236273244489,39.3616936675606,318.0
[C:1]([O:2])([H:3])([H:4])[H:5]>>[C:1]([O:2][H:5])([H:3])[H:4],41.595567824658914,4.469435864812381,4.731694407089755,6.508823926928401,28.453168635765905,70.04873646042482,319.0
[C:2]([O:3][C:4]([C:5]([H:9])([H:10])[H:11])=[O:6])([H:7])[H:8].[H:1]>>[H:1][C:2]([O:3][C:4]([C:5]([H:9])([H:10])[H:11])=[O:6])([H:7])[H:8],45.1358325753894,1.6199862744950515,5.723413079723821,5.948261326699262,21.195075986761367,66.33090856215077,320.0
[H:1][C:2]([O:3][C:4]([C:5]([H:9])([H:10])[H:11])=[O:6])([H:7])[H:8]>>[C:2]([O:3][C:4]([C:5]([H:9])([H:10])[H:11])=[O:6])([H:7])[H:8].[H:1],16.23469294831122,1.6699908301313988,4.179287216743425,4.500590073841203,96.22215811270871,79.98746516439749,321.0
[C:1]([H:2])([H:3])[H:4].[C:5]([H:6])([H:7])[H:8]>>[C:1]([H:2])([H:3])([H:4])[C:5]([H:6])([H:7])[H:8],41.873850162314305,4.680564475190581,10.875631335640392,11.840060842545503,20.12285870789492,61.996708870209225,322.0
[C:1]([H:2])([H:3])([H:4])[C:5]([H:6])([H:7])[H:8]>>[C:1]([H:2])([H:3])[H:4].[C:5]([H:6])([H:7])[H:8],6.422460063138473,4.435509792336731,12.348195799735013,13.120658772581065,81.46919186895684,75.04673180581837,323.0
[C:1](=[O:2])[H:3].[C:4]([H:5])([H:6])[H:7]>>[C:1](=[O:2])([H:3])[C:4]([H:5])([H:6])[H:7],41.04134501313996,2.9184925542695264,7.894291710705523,8.416498108063744,20.2661076059303,61.30745261907026,324.0
[C:1](=[O:2])([H:3])[C:4]([H:5])([H:6])[H:7]>>[C:1](=[O:2])[H:3].[C:4]([H:5])([H:6])[H:7],3.5382873782064763,2.475329552503505,8.492808644085668,8.84618873066551,77.06213105068309,73.52384367247662,325.0
[C:2]([H:3])([H:4])[H:5].[H:1]>>[H:1][C:2]([H:3])([H:4])[H:5],28.507442911028512,3.90978654167298,10.130598020261314,10.858887928769207,16.926119428793754,45.43356233982227,326.0
[H:1][C:2]([H:3])([H:4])[H:5]>>[C:2]([H:3])([H:4])[H:5].[H:1],41.1868476365795,6.0528660521733375,10.470672835686191,12.094303496999286,100.45376791613671,59.26692027955721,327.0
[C:5]([H:6])([H:7])[H:8].[O:1][C:2](=[O:3])[H:4]>>[H:4][C:5]([H:6])([H:7])[H:8].[O:1]=[C:2]=[O:3],22.51414779057543,1.7505425523349618,3.9821981289439554,4.349977145422737,28.8184280222049,51.33257581278033,328.0
